Timestamp (ms),X,Y,Z
296605443.0,49.13,-3.15,153.94
296607423.0,-25.54,-30.23,64.64
296609404.0,13.01,-31.7,-64.32
296611384.0,-13.83,-5.83,7.79
296613364.0,-13.83,-0.95,94.77
296615344.0,-34.93,-9.01,54.39
296617324.0,-13.95,7.59,0.95
296619305.0,-46.64,40.04,-1.36
296621285.0,-61.77,18.44,79.77
296623265.0,-30.42,47.6,-20.27
296625245.0,15.21,12.95,-11.73
296627225.0,3.38,17.35,97.58
296629206.0,-30.3,34.67,30.84
296631186.0,-19.32,12.22,-19.54
296633166.0,35.34,-37.55,89.28
296635146.0,52.18,-11.32,49.75
296637126.0,22.65,-6.93,-18.32
296639107.0,6.43,-39.02,31.7
296641087.0,16.55,-22.55,32.67
296643067.0,-11.51,-27.55,57.56
296645047.0,-32.25,-13.03,-26.86
296647028.0,-18.95,-23.52,-8.07
296649008.0,23.87,16.25,91.6
296650988.0,-37.37,9.9,-1.49
296652968.0,-59.94,13.56,39.99
296654948.0,-25.66,34.3,38.04
296656929.0,12.77,48.09,-35.65
296658909.0,9.35,-10.1,46.58
296660889.0,-25.42,31.01,45.61
296662869.0,-2.48,27.35,37.55
296664849.0,-31.39,-3.15,39.99
296666830.0,37.54,-46.34,-25.52
296668810.0,19.6,6.61,6.57
296670790.0,49.61,-4.61,131.49
296672770.0,-16.39,-29.5,45.85
296674750.0,8.38,-32.55,-67.61
296676731.0,-1.75,-13.64,24.62
296678711.0,-4.8,-5.96,66.35
296680691.0,-17.36,-4.0,68.18
296682671.0,-7.85,13.2,-4.29
296684651.0,-43.59,35.65,-11.98
296686632.0,-46.89,7.34,92.33
296688612.0,-35.05,47.97,-13.44
296690592.0,1.79,6.37,0.71
296692572.0,-1.63,8.07,108.31
296694553.0,-24.56,45.65,15.72
296696533.0,-27.98,-9.62,14.25
296698513.0,40.59,-38.29,66.83
296700493.0,30.83,-7.54,26.7
296702473.0,26.19,-0.95,7.79
296704454.0,12.53,-42.43,-1.97
296706434.0,40.34,-24.5,48.78
296708414.0,-3.21,-18.28,67.2
296710394.0,-21.39,-1.08,-28.81
296712374.0,-19.07,-12.18,-17.59
296714355.0,11.06,20.88,84.52
296716335.0,-36.76,24.42,20.96
296718315.0,-75.56,15.64,29.99
296720295.0,-23.34,42.23,19.74
296722275.0,-4.92,49.07,-31.01
296724256.0,7.4,1.0,58.54
296726236.0,-33.59,30.52,23.65
296728216.0,9.84,22.47,29.5
296730196.0,-9.19,-17.79,48.9
296732176.0,36.56,-47.07,-29.79
296734157.0,30.22,1.73,37.55
296736137.0,46.56,-21.94,92.58
296738117.0,-6.26,-31.58,62.2
296740097.0,-5.53,-50.0,-47.72
296742077.0,-2.6,-15.11,-0.27
296744058.0,1.42,-8.52,64.27
296746038.0,-17.85,-6.57,117.83
296748018.0,-12.61,16.37,-53.34
296749998.0,-63.85,32.84,-18.57
296751979.0,-44.57,13.93,126.25
296753959.0,-34.32,40.16,-38.33
296755939.0,23.99,7.59,38.53
296757919.0,-2.85,21.37,61.95
296759899.0,-20.78,42.6,31.09
296761880.0,-31.64,0.51,14.62
296763860.0,38.63,-33.16,67.69
296765840.0,36.93,5.51,12.18
296767820.0,20.94,-8.27,31.7
296769800.0,15.94,-37.55,3.52
296771781.0,17.53,-28.4,32.06
296773761.0,-3.09,-19.62,101.24
296775741.0,-25.54,0.39,-57.36
296777721.0,-14.8,-17.42,26.7
296779701.0,20.33,28.81,73.67
296781682.0,-39.2,22.47,-7.83
296783662.0,-52.62,8.81,56.1
296785642.0,-42.37,32.96,-19.91
296787622.0,5.45,43.33,-16.37
296789602.0,-2.72,3.07,43.65
296791583.0,-22.12,29.67,72.45
296793563.0,8.13,7.59,26.94
296795543.0,-15.29,-19.99,40.36
296797523.0,38.76,-33.41,-12.59
296799504.0,28.26,-6.57,-3.19
296801484.0,59.37,-21.94,141.74
296803464.0,-6.26,-32.8,47.07
296805444.0,-15.41,-53.17,-63.22
296807424.0,-12.48,-19.25,20.84
296809405.0,-0.16,-9.49,47.31
296811385.0,-19.8,1.12,106.12
296813365.0,-10.41,21.74,-19.05
296815345.0,-52.38,36.13,-25.15
296817325.0,-31.39,7.1,122.47
296819306.0,-28.83,30.28,-15.15
